Original Image Patch,Binary Mask Image Patch
C:/Users/User/Desktop/Edges/patched_images\DJI_0081_original_patch173.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0081_binarymask_patch173.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0022_original_patch191.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0022_binarymask_patch191.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0194_original_patch219.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0194_binarymask_patch219.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0404_original_patch247.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0404_binarymask_patch247.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch270.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch270.png
C:/Users/User/Desktop/Edges/patched_images\DSC00659_original_patch73.png,C:/Users/User/Desktop/Edges/patched_images\DSC00659_binarymask_patch73.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5065_original_patch216.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5065_binarymask_patch216.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0065_original_patch46.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0065_binarymask_patch46.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0276_original_patch161.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0276_binarymask_patch161.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0302_original_patch249.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0302_binarymask_patch249.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0144_original_patch65.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0144_binarymask_patch65.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0234_original_patch59.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0234_binarymask_patch59.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0404_original_patch2.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0404_binarymask_patch2.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0076_original_patch124.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0076_binarymask_patch124.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0443_original_patch144.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0443_binarymask_patch144.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0284_original_patch78.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0284_binarymask_patch78.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0963_original_patch23.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0963_binarymask_patch23.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0067_original_patch214.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0067_binarymask_patch214.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0115_original_patch4.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0115_binarymask_patch4.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0302_original_patch36.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0302_binarymask_patch36.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0076_original_patch257.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0076_binarymask_patch257.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0413_original_patch31.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0413_binarymask_patch31.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch351.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch351.png
C:/Users/User/Desktop/Edges/patched_images\DSC00659_original_patch143.png,C:/Users/User/Desktop/Edges/patched_images\DSC00659_binarymask_patch143.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0796_original_patch255.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0796_binarymask_patch255.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0284_original_patch178.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0284_binarymask_patch178.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0059_original_patch61.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0059_binarymask_patch61.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0052_original_patch25.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0052_binarymask_patch25.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch592.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch592.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0040_original_patch17.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0040_binarymask_patch17.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0276_original_patch227.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0276_binarymask_patch227.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5065_original_patch163.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5065_binarymask_patch163.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5053_original_patch17.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5053_binarymask_patch17.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0052_original_patch227.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0052_binarymask_patch227.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0138_original_patch45.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0138_binarymask_patch45.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0276_original_patch91.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0276_binarymask_patch91.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0138_original_patch137.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0138_binarymask_patch137.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch82.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch82.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0413_original_patch6.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0413_binarymask_patch6.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch38.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch38.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0796_original_patch21.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0796_binarymask_patch21.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0997_original_patch75.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0997_binarymask_patch75.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0226_original_patch88.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0226_binarymask_patch88.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0796_original_patch234.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0796_binarymask_patch234.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0065_original_patch22.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0065_binarymask_patch22.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0107_original_patch51.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0107_binarymask_patch51.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch108.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch108.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0040_original_patch117.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0040_binarymask_patch117.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch666.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch666.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch439.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch439.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5065_original_patch52.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5065_binarymask_patch52.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0034_original_patch103.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0034_binarymask_patch103.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0302_original_patch221.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0302_binarymask_patch221.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch82.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch82.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0081_original_patch26.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0081_binarymask_patch26.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0050_original_patch199.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0050_binarymask_patch199.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5053_original_patch128.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5053_binarymask_patch128.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0183_original_patch120.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0183_binarymask_patch120.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0194_original_patch141.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0194_binarymask_patch141.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch118.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch118.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0034_original_patch26.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0034_binarymask_patch26.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0963_original_patch22.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0963_binarymask_patch22.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0948_original_patch161.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0948_binarymask_patch161.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0183_original_patch8.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0183_binarymask_patch8.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0552_original_patch107.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0552_binarymask_patch107.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0234_original_patch251.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0234_binarymask_patch251.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch87.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch87.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0997_original_patch118.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0997_binarymask_patch118.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0067_original_patch44.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0067_binarymask_patch44.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch247.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch247.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0144_original_patch175.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0144_binarymask_patch175.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch104.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch104.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0997_original_patch24.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0997_binarymask_patch24.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch363.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch363.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5082_original_patch134.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5082_binarymask_patch134.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch26.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch26.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0144_original_patch177.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0144_binarymask_patch177.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0552_original_patch28.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0552_binarymask_patch28.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5049_original_patch5.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5049_binarymask_patch5.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0225_original_patch240.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0225_binarymask_patch240.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch490.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch490.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5082_original_patch155.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5082_binarymask_patch155.png
C:/Users/User/Desktop/Edges/patched_images\DSC00888_original_patch31.png,C:/Users/User/Desktop/Edges/patched_images\DSC00888_binarymask_patch31.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0051_original_patch98.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0051_binarymask_patch98.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch110.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch110.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0302_original_patch258.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0302_binarymask_patch258.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch5.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch5.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch187.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch187.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch58.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch58.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0963_original_patch76.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0963_binarymask_patch76.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5082_original_patch250.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5082_binarymask_patch250.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0284_original_patch266.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0284_binarymask_patch266.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0051_original_patch3.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0051_binarymask_patch3.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0067_original_patch38.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0067_binarymask_patch38.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch65.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch65.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0065_original_patch246.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0065_binarymask_patch246.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch1.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch1.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch192.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch192.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0413_original_patch183.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0413_binarymask_patch183.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch221.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch221.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch261.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch261.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0404_original_patch61.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0404_binarymask_patch61.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch626.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch626.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0059_original_patch205.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0059_binarymask_patch205.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0076_original_patch87.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0076_binarymask_patch87.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0051_original_patch192.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0051_binarymask_patch192.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0413_original_patch3.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0413_binarymask_patch3.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0040_original_patch124.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0040_binarymask_patch124.png
C:/Users/User/Desktop/Edges/patched_images\CZBJ2377_original_patch39.png,C:/Users/User/Desktop/Edges/patched_images\CZBJ2377_binarymask_patch39.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0138_original_patch100.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0138_binarymask_patch100.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0034_original_patch93.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0034_binarymask_patch93.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0107_original_patch2.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0107_binarymask_patch2.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0107_original_patch210.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0107_binarymask_patch210.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0963_original_patch116.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0963_binarymask_patch116.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0552_original_patch105.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0552_binarymask_patch105.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0135_original_patch5.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0135_binarymask_patch5.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0081_original_patch116.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0081_binarymask_patch116.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0194_original_patch58.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0194_binarymask_patch58.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0997_original_patch109.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0997_binarymask_patch109.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0065_original_patch49.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0065_binarymask_patch49.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch274.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch274.png
